article_id,prod_name,product_type_name,product_group_name,perceived_colour_value_name,perceived_colour_master_name,department_name,section_name,detail_desc,text_to_embed,image_url
0637124002,Doris jumpsuit W,Jumpsuit/Playsuit,Garment Full body,Dusty Light,Green,Dresses,Divided Collection,Strapless playsuit in a viscose weave with elastication and a narrow frill trim at the top. Elasticated seam at the waist and short legs.,Doris jumpsuit W Jumpsuit/Playsuit Garment Full body All over pattern Light Green Dusty Light Green Dresses Divided Divided Divided Collection Dresses Ladies Strapless playsuit in a viscose weave with elastication and a narrow frill trim at the top. Elasticated seam at the waist and short legs.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/063/0637124002.jpg
0911493002,Mimmi blouse,Blouse,Garment Upper body,Medium Dusty,Green,Blouse,Womens Tailoring,"Blouse in an airy weave with a deep V-neck, double-layered panel at the front and gathered yoke at the back. Long sleeves, wide cuffs with covered buttons, and a rounded hem. Unlined.","Mimmi blouse Blouse Garment Upper body Solid Dark Green Medium Dusty Green Blouse Ladieswear Ladieswear Womens Tailoring Blouses Blouse in an airy weave with a deep V-neck, double-layered panel at the front and gathered yoke at the back. Long sleeves, wide cuffs with covered buttons, and a rounded hem. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/091/0911493002.jpg
0538296001,DT Crush,Dress,Garment Full body,Dark,Black,Dress,Womens Everyday Collection,"Short dress in soft modal-blend jersey with narrow shoulder straps and a V-neck at the front. Seam at the waist, draped detail on the skirt and a raw-edge hem. Unlined.","DT Crush Dress Garment Full body Solid Black Dark Black Dress Ladieswear Ladieswear Womens Everyday Collection Dresses Ladies Short dress in soft modal-blend jersey with narrow shoulder straps and a V-neck at the front. Seam at the waist, draped detail on the skirt and a raw-edge hem. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/053/0538296001.jpg
0515201005,Amy sweather,Sweater,Garment Upper body,Medium,Orange,Knitwear,Womens Tailoring,"Jumper in a soft, fine knit with dropped shoulders, slits in the sides and ribbing around the neckline, cuffs and hem. Slightly longer at the back.","Amy sweather Sweater Garment Upper body Solid Orange Medium Orange Knitwear Ladieswear Ladieswear Womens Tailoring Knitwear Jumper in a soft, fine knit with dropped shoulders, slits in the sides and ribbing around the neckline, cuffs and hem. Slightly longer at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0515201005.jpg
0865468001,Wanda Dress,Dress,Garment Full body,Light,White,Dress,Womens Tailoring,"Knee-length dress in a viscose and linen weave with a V-neck, sewn-in wrapover at the front and cap sleeves. Concealed zip in one side, a seam and detachable belt with metal rings at the waist, and a gently flared skirt. Satin lining.","Wanda Dress Dress Garment Full body Solid White Light White Dress Ladieswear Ladieswear Womens Tailoring Dresses Ladies Knee-length dress in a viscose and linen weave with a V-neck, sewn-in wrapover at the front and cap sleeves. Concealed zip in one side, a seam and detachable belt with metal rings at the waist, and a gently flared skirt. Satin lining.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/086/0865468001.jpg
0605607004,Tyra knitted sweater,Sweater,Garment Upper body,Medium Dusty,Beige,Knitwear,Womens Trend,"Short jumper in a sturdy knit with low dropped shoulders, wide, tapered sleeves and ribbing around the neckline.","Tyra knitted sweater Sweater Garment Upper body Melange Beige Medium Dusty Beige Knitwear Ladieswear Ladieswear Womens Trend Knitwear Short jumper in a sturdy knit with low dropped shoulders, wide, tapered sleeves and ribbing around the neckline.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/060/0605607004.jpg
0399256018,Skinny Ankle R.W Brooklyn,Trousers,Garment Lower body,Medium Dusty,Blue,Trouser,Womens Everyday Collection,"Ankle-length jeans in washed stretch denim with a regular waist, fake front pockets, real back pockets and skinny legs.","Skinny Ankle R.W Brooklyn Trousers Garment Lower body Denim Blue Medium Dusty Blue Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers Ankle-length jeans in washed stretch denim with a regular waist, fake front pockets, real back pockets and skinny legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/039/0399256018.jpg
0902532001,FORTUNE MIDI DRESS,Dress,Garment Full body,Medium,Orange,Dresses,Divided Collection,"Calf-length dress in an airy weave with a round neckline and an opening with a button at the back of the neck. Shoulder seams with a frill trim, long sleeves with a frill-trimmed seam, and elastication at the cuffs. Gathered seam at the waist and a skirt with a seam at the hips. Short jersey underdress with narrow shoulder straps.","FORTUNE MIDI DRESS Dress Garment Full body All over pattern Orange Medium Orange Dresses Divided Divided Divided Collection Dresses Ladies Calf-length dress in an airy weave with a round neckline and an opening with a button at the back of the neck. Shoulder seams with a frill trim, long sleeves with a frill-trimmed seam, and elastication at the cuffs. Gathered seam at the waist and a skirt with a seam at the hips. Short jersey underdress with narrow shoulder straps.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/090/0902532001.jpg
0789303003,Julie,Blouse,Garment Upper body,Dusty Light,Beige,Blouse,Womens Everyday Collection,"Wide blouse in woven fabric with a grandad collar, buttons down the front and long, wide raglan sleeves with smocking and buttons at the cuffs.","Julie Blouse Garment Upper body All over pattern Light Beige Dusty Light Beige Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses Wide blouse in woven fabric with a grandad collar, buttons down the front and long, wide raglan sleeves with smocking and buttons at the cuffs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/078/0789303003.jpg
0665532006,CLAY slim selvedge,Trousers,Garment Lower body,Medium Dusty,Blue,Trouser,Men Suits & Tailoring,"5-pocket slim-fit jeans in washed denim with stretch. Regular waist, zip fly and button, and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red/white selvedge that stops the fabric from unravelling.","CLAY slim selvedge Trousers Garment Lower body Denim Blue Medium Dusty Blue Trouser Menswear Menswear Men Suits & Tailoring Trousers 5-pocket slim-fit jeans in washed denim with stretch. Regular waist, zip fly and button, and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red/white selvedge that stops the fabric from unravelling.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/066/0665532006.jpg
0727808002,R-Neck Pisa TVP,Sweater,Garment Upper body,Dark,Blue,Knitwear,Men Suits & Tailoring,"Jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem.","R-Neck Pisa TVP Sweater Garment Upper body Melange Dark Blue Dark Blue Knitwear Menswear Menswear Men Suits & Tailoring Knitwear Jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/072/0727808002.jpg
0798773001,Finesse HW wide cropped,Trousers,Garment Lower body,Dark,Red,Trouser,Womens Everyday Collection,"Wide, ankle-length trousers in woven fabric with a high waist, detachable tie belt, zip fly with a hook-and-eye fastening and straight, wide legs with creases.","Finesse HW wide cropped Trousers Garment Lower body Check Dark Red Dark Red Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers Wide, ankle-length trousers in woven fabric with a high waist, detachable tie belt, zip fly with a hook-and-eye fastening and straight, wide legs with creases.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/079/0798773001.jpg
0726003003,Verbena,Dress,Garment Full body,Dark,Blue,Dress,Womens Tailoring,"Knee-length dress in an airy weave with a V-neck, wrapover front with ties at the waist and short butterfly sleeves. Lined bodice.","Verbena Dress Garment Full body All over pattern Dark Blue Dark Blue Dress Ladieswear Ladieswear Womens Tailoring Dresses Ladies Knee-length dress in an airy weave with a V-neck, wrapover front with ties at the waist and short butterfly sleeves. Lined bodice.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/072/0726003003.jpg
0824973001,Milda Top,Top,Garment Upper body,Dark,Red,Blouse,Womens Everyday Collection,"Top in a textured weave with a slight sheen. Double-layered at the front with gathered side seams for a draped effect. Detachable, adjustable shoulder straps, smocking at the back, a concealed zip in one side, a seam at the hem and a flared peplum.","Milda Top Top Garment Upper body Solid Dark Red Dark Red Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses Top in a textured weave with a slight sheen. Double-layered at the front with gathered side seams for a draped effect. Detachable, adjustable shoulder straps, smocking at the back, a concealed zip in one side, a seam at the hem and a flared peplum.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/082/0824973001.jpg
0926500001,Sonoma Midwash Denim,Trousers,Garment Lower body,Dusty Light,Blue,Trouser,Womens Everyday Collection,"5-pocket, ankle-length jeans in washed, sturdy denim. Slightly looser fit with an extra-high waist, zip fly and button and tapered legs. The cotton content of the jeans is partly recycled.","Sonoma Midwash Denim Trousers Garment Lower body Denim Light Blue Dusty Light Blue Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers 5-pocket, ankle-length jeans in washed, sturdy denim. Slightly looser fit with an extra-high waist, zip fly and button and tapered legs. The cotton content of the jeans is partly recycled.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/092/0926500001.jpg
0676191002,Bennet velvet pull on,Trousers,Garment Lower body,Dark,Blue,Trouser,Womens Casual,"Velour ankle-length trousers in a straight fit with a regular waist that is elasticated at the back, side pockets, a fake fly and tapered legs.","Bennet velvet pull on Trousers Garment Lower body Solid Dark Blue Dark Blue Trouser Ladieswear Ladieswear Womens Casual Trousers Velour ankle-length trousers in a straight fit with a regular waist that is elasticated at the back, side pockets, a fake fly and tapered legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/067/0676191002.jpg
0797089005,Thai dress,Dress,Garment Full body,Dark,Black,Dresses,Divided Collection,"Short, sleeveless dress in woven fabric with wide shoulder straps, a straight cut at the top and a seam at the waist. Unlined.","Thai dress Dress Garment Full body Check Black Dark Black Dresses Divided Divided Divided Collection Dresses Ladies Short, sleeveless dress in woven fabric with wide shoulder straps, a straight cut at the top and a seam at the waist. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/079/0797089005.jpg
0621381012,Jade Trash HW Skinny Denim TRS,Trousers,Garment Lower body,Dark,Black,Trousers,Divided Collection,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs.","Jade Trash HW Skinny Denim TRS Trousers Garment Lower body Solid Black Dark Black Trousers Divided Divided Divided Collection Trousers High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/062/0621381012.jpg
0510017001,Celina,Blouse,Garment Upper body,Dark,Black,Blouse,Womens Everyday Collection,"Blouse in a viscose crêpe weave with a lace yoke, small stand-up collar and partially concealed button placket. Short frilled lace sleeves, box pleat at the back and gently rounded hem.","Celina Blouse Garment Upper body Solid Black Dark Black Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses Blouse in a viscose crêpe weave with a lace yoke, small stand-up collar and partially concealed button placket. Short frilled lace sleeves, box pleat at the back and gently rounded hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0510017001.jpg
0504154020,Lady Di,Sweater,Garment Upper body,Dusty Light,Grey,Knitwear,Womens Everyday Collection,"Wide, long-sleeved jumper in a soft, rib knit containing some wool.","Lady Di Sweater Garment Upper body Melange Grey Dusty Light Grey Knitwear Ladieswear Ladieswear Womens Everyday Collection Knitwear Wide, long-sleeved jumper in a soft, rib knit containing some wool.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0504154020.jpg
0806261002,Magnolia,Dress,Garment Full body,Dark,Green,Dress,Womens Everyday Collection,Short dress in woven fabric with a smocked turtle neck and smocked yoke. Long balloon sleeves with narrow elastication at the cuffs.,Magnolia Dress Garment Full body All over pattern Black Dark Green Dress Ladieswear Ladieswear Womens Everyday Collection Dresses Ladies Short dress in woven fabric with a smocked turtle neck and smocked yoke. Long balloon sleeves with narrow elastication at the cuffs.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/080/0806261002.jpg
0615523006,Rose,Dress,Garment Full body,Light,Blue,Dress,Womens Everyday Collection,"Straight-cut dress in woven fabric with short, open sleeves with ties. Unlined.","Rose Dress Garment Full body Solid Light Blue Light Blue Dress Ladieswear Ladieswear Womens Everyday Collection Dresses Ladies Straight-cut dress in woven fabric with short, open sleeves with ties. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/061/0615523006.jpg
0831193002,Santana cargo new PID,Trousers,Garment Lower body,Medium Dusty,Khaki green,Trouser,Contemporary Smart,"Trousers in sturdy cotton twill with a zip fly and button, side pockets, welt back pockets with a button and flap leg pockets with a button. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.","Santana cargo new PID Trousers Garment Lower body Solid Dark Beige Medium Dusty Khaki green Trouser Menswear Menswear Contemporary Smart Trousers Trousers in sturdy cotton twill with a zip fly and button, side pockets, welt back pockets with a button and flap leg pockets with a button. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/083/0831193002.jpg
0760941001,Anna Push up,Trousers,Garment Lower body,Light,Blue,Trousers,Divided Collection,"5-pocket ankle-length jeans in washed, stretch denim with a regular waist, zip fly and buttons, and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique.","Anna Push up Trousers Garment Lower body Solid Light Blue Light Blue Trousers Divided Divided Divided Collection Trousers 5-pocket ankle-length jeans in washed, stretch denim with a regular waist, zip fly and buttons, and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/076/0760941001.jpg
0745151001,Silence jumpsuit,Jumpsuit/Playsuit,Garment Full body,Dusty Light,Beige,Trouser,Womens Everyday Collection,"Jumpsuit in a crêpe weave with a V-neck, wrapover top and wide, 3/4-length sleeves. Seam with elastication at the back of the waist, a detachable tie belt, concealed side pockets and wide, straight legs. Unlined.","Silence jumpsuit Jumpsuit/Playsuit Garment Full body All over pattern Beige Dusty Light Beige Trouser Ladieswear Ladieswear Womens Everyday Collection Trousers Jumpsuit in a crêpe weave with a V-neck, wrapover top and wide, 3/4-length sleeves. Seam with elastication at the back of the waist, a detachable tie belt, concealed side pockets and wide, straight legs. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/074/0745151001.jpg
0688933006,Amy Skinny Check Trs,Trousers,Garment Lower body,Medium Dusty,Brown,Trouser,Contemporary Smart,"Suit trousers in a stretch weave with a zip fly, hook-and-eye fastener and concealed button. Side pockets at the front and welt back pockets with a button. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette.","Amy Skinny Check Trs Trousers Garment Lower body Check Yellowish Brown Medium Dusty Brown Trouser Menswear Menswear Contemporary Smart Trousers Suit trousers in a stretch weave with a zip fly, hook-and-eye fastener and concealed button. Side pockets at the front and welt back pockets with a button. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0688933006.jpg
0903824003,Neroli sweater,Sweater,Garment Upper body,Medium Dusty,Red,Knitwear,Womens Tailoring,"Jumper knitted in soft chenille yarn with long puff sleeves and ribbing around the neckline, cuffs and hem.","Neroli sweater Sweater Garment Upper body Other structure Red Medium Dusty Red Knitwear Ladieswear Ladieswear Womens Tailoring Knitwear Jumper knitted in soft chenille yarn with long puff sleeves and ribbing around the neckline, cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/090/0903824003.jpg
0664805001,DULSE SHAWLCOLLAR CARDIGAN,Cardigan,Garment Upper body,Dark,Black,Knitwear,Contemporary Smart,"Cardigan knitted in a soft cotton blend with a ribbed shawl collar, buttons down the front, side pockets, long sleeves and ribbing at the cuffs and hem.","DULSE SHAWLCOLLAR CARDIGAN Cardigan Garment Upper body Solid Black Dark Black Knitwear Menswear Menswear Contemporary Smart Knitwear Cardigan knitted in a soft cotton blend with a ribbed shawl collar, buttons down the front, side pockets, long sleeves and ribbing at the cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/066/0664805001.jpg
0612509004,Burt Skinny Trs,Trousers,Garment Lower body,Dark,Orange,Trouser,Men Suits & Tailoring,"Suit trousers in a stretch weave made from a cotton blend with a concealed hook-and-eye fastener, zip fly, side pockets, jetted back pockets and legs with creases. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette.","Burt Skinny Trs Trousers Garment Lower body Solid Dark Orange Dark Orange Trouser Menswear Menswear Men Suits & Tailoring Trousers Suit trousers in a stretch weave made from a cotton blend with a concealed hook-and-eye fastener, zip fly, side pockets, jetted back pockets and legs with creases. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/061/0612509004.jpg
0675408003,Mother,Sweater,Garment Upper body,Dark,Green,Knitwear,Womens Everyday Collection,"Long-sleeved jumper in a soft knit containing some mohair with a ribbed turtle neck, dropped shoulders and slits in the sides. Slightly longer at the back.","Mother Sweater Garment Upper body Melange Dark Turquoise Dark Green Knitwear Ladieswear Ladieswear Womens Everyday Collection Knitwear Long-sleeved jumper in a soft knit containing some mohair with a ribbed turtle neck, dropped shoulders and slits in the sides. Slightly longer at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/067/0675408003.jpg
0618387002,Florence dress,Dress,Garment Full body,Light,White,Dress,Womens Everyday Collection,"Straight-cut, knee-length dress in an airy viscose weave with an opening and button at the back of the neck and 3/4-length trumpet sleeves. Unlined.","Florence dress Dress Garment Full body All over pattern White Light White Dress Ladieswear Ladieswear Womens Everyday Collection Dresses Ladies Straight-cut, knee-length dress in an airy viscose weave with an opening and button at the back of the neck and 3/4-length trumpet sleeves. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/061/0618387002.jpg
0810831004,Lennox.,Blouse,Garment Upper body,Medium Dusty,Pink,Blouse,Womens Everyday Collection,"V-neck blouse in woven fabric with a small stand-up collar, a yoke with a pleat at the back and long sleeves with gently rounded cuffs with a slit and button. Rounded hem, slightly longer at the back.","Lennox. Blouse Garment Upper body Solid Pink Medium Dusty Pink Blouse Ladieswear Ladieswear Womens Everyday Collection Blouses V-neck blouse in woven fabric with a small stand-up collar, a yoke with a pleat at the back and long sleeves with gently rounded cuffs with a slit and button. Rounded hem, slightly longer at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/081/0810831004.jpg
0572998005,Beverly HW Loose Mom Fit Dnm,Trousers,Garment Lower body,Medium,Blue,Trousers,Divided Collection,"5-pocket, ankle-length jeans in washed denim with a high waist, zip fly and button and gently tapered legs.","Beverly HW Loose Mom Fit Dnm Trousers Garment Lower body Denim Blue Medium Blue Trousers Divided Divided Divided Collection Trousers 5-pocket, ankle-length jeans in washed denim with a high waist, zip fly and button and gently tapered legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0572998005.jpg
0873274001,Cassie,Sweater,Garment Upper body,Dark,Black,Knitwear,Womens Everyday Collection,"Jumper in a soft knit containing some wool with a ribbed polo neck, dropped shoulders and long sleeves. High slits in the sides and ribbing at the cuffs and hem. Longer at the back. The polyester content of the jumper is recycled.","Cassie Sweater Garment Upper body Solid Black Dark Black Knitwear Ladieswear Ladieswear Womens Everyday Collection Knitwear Jumper in a soft knit containing some wool with a ribbed polo neck, dropped shoulders and long sleeves. High slits in the sides and ribbing at the cuffs and hem. Longer at the back. The polyester content of the jumper is recycled.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/087/0873274001.jpg
0693772002,Spirit,Sweater,Garment Upper body,Light,Blue,Knitwear,Womens Everyday Collection,"Off-the-shoulder jumper in a soft, fluffy knit with a wide foldover top, long raglan sleeves and ribbing at the cuffs and hem.","Spirit Sweater Garment Upper body Solid Light Blue Light Blue Knitwear Ladieswear Ladieswear Womens Everyday Collection Knitwear Off-the-shoulder jumper in a soft, fluffy knit with a wide foldover top, long raglan sleeves and ribbing at the cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/069/0693772002.jpg
0617350002,Roxy 3/4 J,Dress,Garment Full body,Dark,Black,Dresses,Divided Collection,"Short dress in sturdy, patterned jersey with 3/4-length sleeves, a seam at the waist and gently flared skirt. Unlined.","Roxy 3/4 J Dress Garment Full body All over pattern Black Dark Black Dresses Divided Divided Divided Collection Dresses Ladies Short dress in sturdy, patterned jersey with 3/4-length sleeves, a seam at the waist and gently flared skirt. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/061/0617350002.jpg
0561208001,Gaston kitted jacket,Cardigan,Garment Upper body,Dusty Light,Beige,Knitwear,Womens Casual,"Long, double-breasted cardigan in bouclé yarn containing some mohair. Notch lapels, front pockets, sewn-in turn-ups at the cuffs and ribbing at the hem.","Gaston kitted jacket Cardigan Garment Upper body Melange Light Beige Dusty Light Beige Knitwear Ladieswear Ladieswear Womens Casual Knitwear Long, double-breasted cardigan in bouclé yarn containing some mohair. Notch lapels, front pockets, sewn-in turn-ups at the cuffs and ribbing at the hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/056/0561208001.jpg
0759311005,Wave Relaxed Linen Trs,Trousers,Garment Lower body,Dark,Blue,Trouser,Contemporary Smart,"Trousers in a linen and cotton blend in a relaxed fit with and elasticated drawstring waist and zip fly. Side pockets, a welt back pocket, a slightly lower crotch and tapered legs.","Wave Relaxed Linen Trs Trousers Garment Lower body Melange Dark Blue Dark Blue Trouser Menswear Menswear Contemporary Smart Trousers Trousers in a linen and cotton blend in a relaxed fit with and elasticated drawstring waist and zip fly. Side pockets, a welt back pocket, a slightly lower crotch and tapered legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/075/0759311005.jpg
0920352007,Thea,Sweater,Garment Upper body,Dusty Light,Beige,Knitwear,Womens Everyday Collection,"Jumper in a soft rib knit containing some wool with a double-layered polo neck. Relaxed fit with low dropped shoulders, long sleeves and slits in the sides. The polyester content of the jumper is recycled.","Thea Sweater Garment Upper body Melange Light Beige Dusty Light Beige Knitwear Ladieswear Ladieswear Womens Everyday Collection Knitwear Jumper in a soft rib knit containing some wool with a double-layered polo neck. Relaxed fit with low dropped shoulders, long sleeves and slits in the sides. The polyester content of the jumper is recycled.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/092/0920352007.jpg
0621381008,Jade Denim Fancy Trash TRS,Trousers,Garment Lower body,Light,Blue,Trousers,Divided Collection,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs.","Jade Denim Fancy Trash TRS Trousers Garment Lower body Solid Light Blue Light Blue Trousers Divided Divided Divided Collection Trousers High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/062/0621381008.jpg
0621381027,Jade Trash HW Skinny Denim TRS,Trousers,Garment Lower body,Medium Dusty,Beige,Trousers,Divided Collection,"High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs.","Jade Trash HW Skinny Denim TRS Trousers Garment Lower body Solid Dark Beige Medium Dusty Beige Trousers Divided Divided Divided Collection Trousers High-waisted jeans in washed superstretch denim with hard-worn details, a zip fly and button, back pockets and skinny legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/062/0621381027.jpg
0663567004,Waterlily,Dress,Garment Full body,Medium Dusty,Turquoise,Dress,Womens Tailoring,Short dress in a crêpe weave with a round neckline with gathers at the front and an opening with a concealed button at the back. Long sleeves and wide cuffs with sparkly stones and slits. Straight-cut hem. Lined.,Waterlily Dress Garment Full body Solid Dark Turquoise Medium Dusty Turquoise Dress Ladieswear Ladieswear Womens Tailoring Dresses Ladies Short dress in a crêpe weave with a round neckline with gathers at the front and an opening with a concealed button at the back. Long sleeves and wide cuffs with sparkly stones and slits. Straight-cut hem. Lined.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/066/0663567004.jpg
0745091003,Malta jogger,Trousers,Garment Lower body,Dark,Black,Trouser,Womens Tailoring,"Joggers in woven fabric with a high, elasticated drawstring waist, side pockets, fake back pockets and tapered legs with sewn-in creases at the front.","Malta jogger Trousers Garment Lower body Solid Black Dark Black Trouser Ladieswear Ladieswear Womens Tailoring Trousers Joggers in woven fabric with a high, elasticated drawstring waist, side pockets, fake back pockets and tapered legs with sewn-in creases at the front.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/074/0745091003.jpg
0602722002,Rosé,Shirt,Garment Upper body,Light,White,Blouse,Womens Tailoring,"Wide blouse in an airy weave with gathers at the shoulders, a gathered yoke at the back, dropped shoulders and long, wide sleeves.","Rosé Shirt Garment Upper body Solid White Light White Blouse Ladieswear Ladieswear Womens Tailoring Blouses Wide blouse in an airy weave with gathers at the shoulders, a gathered yoke at the back, dropped shoulders and long, wide sleeves.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/060/0602722002.jpg
0570190001,Cut out leggings,Leggings/Tights,Garment Lower body,Dark,Black,Trousers,Divided Collection,Leggings in sturdy jersey with an elasticated waist and openings at the knees.,Cut out leggings Leggings/Tights Garment Lower body Solid Black Dark Black Trousers Divided Divided Divided Collection Trousers Leggings in sturdy jersey with an elasticated waist and openings at the knees.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0570190001.jpg
0805483001,ED Grace,Sweater,Garment Upper body,Medium Dusty,Pink,Knitwear,H&M+,"Slightly longer V-neck jumper in a soft textured knit containing some wool with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.","ED Grace Sweater Garment Upper body Melange Pink Medium Dusty Pink Knitwear Ladieswear Ladieswear H&M+ Knitwear Slightly longer V-neck jumper in a soft textured knit containing some wool with low dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/080/0805483001.jpg
0766440005,Meg,Dress,Garment Full body,Dark,Green,Dress,Womens Tailoring,"Short, sleeveless dress in an airy weave with a V-neck at the back and ties at the back of the neck. Pleats at the front and a box pleat at the back. Lined.","Meg Dress Garment Full body All over pattern Dark Green Dark Green Dress Ladieswear Ladieswear Womens Tailoring Dresses Ladies Short, sleeveless dress in an airy weave with a V-neck at the back and ties at the back of the neck. Pleats at the front and a box pleat at the back. Lined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/076/0766440005.jpg
0554450047,Julia RW Skinny Denim TRS,Trousers,Garment Lower body,Medium Dusty,Blue,Trousers,Divided Collection,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,Julia RW Skinny Denim TRS Trousers Garment Lower body Solid Blue Medium Dusty Blue Trousers Divided Divided Divided Collection Trousers 5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0554450047.jpg
